name,url,standard,address,id,result(total),result(error),result(warning),result(notice)
The Surgery Chorley,http://www.thesurgerychorley.co.uk/,WCAG2AAA,PR7 2TH,5d290bc1edf8287f0f23c5ef,211,9,84,118
Dr R Baghdjian Surgery,http://www.chorleygp.co.uk,WCAG2AAA,PR7 2TH,5d290bc1edf8287f0f23c5f0,68,3,48,17
The Chorley Surgery ,http://www.thechorleysurgery.com/,WCAG2AAA,PR7 2EJ,5d290bc1edf8287f0f23c5f1,279,60,22,197
Gargrave Surgery,http://www.fishermedicalcentre.nhs.uk,WCAG2AAA,BD23 3RF,5d290bc1edf8287f0f23c5f2,188,46,35,107
Library House Surgery,http://www.libraryhousesurgery.com/,WCAG2AAA,PR7 2AD,5d290bc1edf8287f0f23c5f3,290,74,21,195
Regent House Surgery,http://www.regenthousesurgery.co.uk/,WCAG2AAA,PR7 2DH,5d290bc1edf8287f0f23c5f4,305,10,177,118
North Meols Medical Centre,http://www.beaconprimarycare.org.uk,WCAG2AAA,PR9 8ET,5d290bc1edf8287f0f23c5f5
Eccleston Health Centre,http://www.crostonmedicalcentre.nhs.uk,WCAG2AAA,PR7 5RA,5d290bc1edf8287f0f23c5f6,515,41,158,316
Liverpool House Surgery,http://www.liverpoolhousesurgery.nhs.uk/,WCAG2AAA,LA13 9QY,5d290bc1edf8287f0f23c5f7,183,8,60,115
Bridgegate Medical Centre,http://www.bridgegatemedicalcentre.nhs.uk,WCAG2AAA,LA13 9SH,5d290bc1edf8287f0f23c5f8,260,28,122,110
Harambee Surgery,http://www.harambeesurgery.co.uk,WCAG2AAA,BB8 8QU,5d290bc1edf8287f0f23c5f9,150,12,75,63
Dr Moujaes & Dr Mannan,http://www.thesurgeryhaslingden.nhs.uk/,WCAG2AAA,BB4 5SL,5d290bc1edf8287f0f23c5fa,167,7,39,121
Dr T H Mackenzie & Partners,http://haslingdenmedicalgrouppractice.co.uk,WCAG2AAA,BB4 5SL,5d290bc1edf8287f0f23c5fb,87,6,35,46
Rossendale Valley Medical Practice,http://www.rossendalevalleymedicalpractice.co.uk,WCAG2AAA,BB4 5SL,5d290bc1edf8287f0f23c5fc,1,0,0,1
Sedbergh Medical Practice,http://www.sedberghmp.nhs.uk/,WCAG2AAA,LA10 5DL,5d290bc1edf8287f0f23c5fd,480,23,274,183
Maude Street Surgery,http://www.jamescochranepractice.co.uk,WCAG2AAA,LA9 4QE,5d290bc1edf8287f0f23c5fe,229,60,30,139
ABBEY ROAD SURGERY,http://www.abbey-practice.co.uk,WCAG2AAA,LA14 5JY,5d290bc1edf8287f0f23c5ff,327,8,169,150
Duke Street Surgery,http://dukestreetsurgery.net.uk,WCAG2AAA,LA14 1LF,5d290bc1edf8287f0f23c600
Atkinson Health Centre Practice,http://www.atkinsonhealthcentrepractice.nhs.uk,WCAG2AAA,LA14 2LR,5d290bc1edf8287f0f23c601,213,12,84,117
The Corner Surgery,http://www.thecornersurgery.nhs.uk,WCAG2AAA,SE5 9NS,5d290bc1edf8287f0f23c602,74,9,10,55
St James' Medical Centre,http://www.stjamesmedical.co.uk/,WCAG2AAA,BB4 8HH,5d290bc1edf8287f0f23c603,123,13,32,78
The Marshside Surgery,http://www.marshsidesurgery.nhs.uk/,WCAG2AAA,PR9 9XP,5d290bc1edf8287f0f23c604,215,29,42,144
Burnett Edgar Medical Centre,http://www.burnettedgarmedicalcentre.nhs.uk/,WCAG2AAA,LA14 3HY,5d290bc1edf8287f0f23c605,216,6,83,127
Churchtown Medical Centre,http://www.churchtownmedicalcentre.nhs.uk,WCAG2AAA,PR9 7LT,5d290bc1edf8287f0f23c606,181,6,67,108
Ilex View Medical Practice,http://www.ilexviewmedicalpractice.nhs.uk,WCAG2AAA,BB4 7PL,5d290bc1edf8287f0f23c607,165,6,58,101
Fairmore Medical Practice - Rawtenstall Branch,http://www.pwehealthcare.co.uk/,WCAG2AAA,BB4 7PL,5d290bc1edf8287f0f23c608,281,67,22,192
Roe Lane Surgery,http://www.roelanesurgery.nhs.uk,WCAG2AAA,PR9 7PN,5d290bc1edf8287f0f23c609,264,39,77,148
"Edgworth Medical Centre - DrLeach, Dr Rafferty & Dr Bakht",http://www.edgworthmedicalcentre.co.uk,WCAG2AAA,BL7 0DU,5d290bc1edf8287f0f23c60a,242,15,105,122
Norwood Surgery,http://www.norwoodsurgerysouthport.nhs.uk/,WCAG2AAA,PR9 7EG,5d290bc1edf8287f0f23c60b,225,59,32,134
Waterfoot Group Of Doctors,http://www.waterfootgroupofdoctors.co.uk/index.aspx,WCAG2AAA,BB4 7DN,5d290bc1edf8287f0f23c60c,216,52,53,111
St. Mark's Medical Centre,https://www.stmarksmc.nhs.uk,WCAG2AAA,PR9 0TZ,5d290bc1edf8287f0f23c60d,166,53,17,96
Trinity Practice,http://www.trinitymedical.co.uk,WCAG2AAA,PR9 0TZ,5d290bc1edf8287f0f23c60e,407,42,196,169
Christiana Hartley Medical Practice,http://www.christianahartleymedicalpractice.co.uk/,WCAG2AAA,PR8 6PL,5d290bc1edf8287f0f23c60f,338,23,93,222
Irwell Medical Practice,http://www.irwellmedicalpractice.nhs.uk/,WCAG2AAA,OL13 9NR,5d290bc1edf8287f0f23c610,195,13,68,114
The Grange Surgery,http://www.thegrangesurgery.org.uk/,WCAG2AAA,GU31 4JR,5d290bc1edf8287f0f23c611,156,27,43,86
The Family Surgery,http://www.thefamilysurgeryorpington.nhs.uk,WCAG2AAA,BR6 6BG,5d290bc1edf8287f0f23c612,191,9,70,112
Garden City Medical Centre,http://www.gardencitymc.nhs.uk/,WCAG2AAA,BL0 9TN,5d290bc1edf8287f0f23c613,216,35,55,126
Dr Hampson & Partners,http://www.greenmountmc.nhs.uk,WCAG2AAA,BL8 4DR,5d290bc1edf8287f0f23c614,241,5,122,114
Central Dales Practice,https://www.centraldalespractice.nhs.uk,WCAG2AAA,DL8 3QR,5d290bc1edf8287f0f23c615,169,43,35,91
Calder Community Practice,http://www.parkandcaldercommunitypractice.co.uk,WCAG2AAA,OL14 5RN,5d290bc1edf8287f0f23c616,195,10,71,114
Todmorden Group Practice,http://www.todmordengrouppractice.nhs.uk,WCAG2AAA,OL14 5RN,5d290bc1edf8287f0f23c617,220,9,85,126
Whitworth Medical Centre,http://www.whitworthmedicalcentre.nhs.uk,WCAG2AAA,OL12 8QS,5d290bc1edf8287f0f23c618,177,42,47,88
HEALEY SURGERY,http://www.healeysurgery.co.uk/,WCAG2AAA,OL12 0SN,5d290bc1edf8287f0f23c619,219,53,46,120
Mark Street Surgery,http://www.markstreetsurgery.co.uk,WCAG2AAA,OL12 9BE,5d290bc1edf8287f0f23c61a,306,32,140,134
The Croft Shifa Health Centre,http://www.drbabarandpartners.co.uk/,WCAG2AAA,OL16 2UP,5d290bc1edf8287f0f23c61b,250,6,101,143
Dr Sonal Sharma,http://www.inspiremedicalcentre.co.uk/,WCAG2AAA,OL16 2UY,5d290bc1edf8287f0f23c61c,523,11,354,158
Bradworthy Surgery,http://www.bradworthysurgery.nhs.uk,WCAG2AAA,EX22 7SY,5d290bc1edf8287f0f23c61d,216,23,73,120
Holsworthy Medical Centre,http://www.rubycountrymedicalgroup.co.uk,WCAG2AAA,EX22 6GH,5d290bc1edf8287f0f23c61e,354,20,203,131
Black Torrington Surgery,http://www.blakehousesurgery.co.uk/,WCAG2AAA,EX21 5QE,5d290bc1edf8287f0f23c61f,392,67,148,177
Castle Gardens Surgery,http://www.castlegardenssurgery.co.uk/,WCAG2AAA,EX38 8EU,5d290bc1edf8287f0f23c620,766,264,78,424
TORRINGTON HEALTH CENTRE,http://www.torringtonhc.co.uk,WCAG2AAA,EX38 8EL,5d290bc1edf8287f0f23c621,425,168,28,229
Neetside Surgery,http://www.neetsidesurgery.co.uk,WCAG2AAA,EX23 8LA,5d290bd7edf8287f0f23c622,167,9,49,109
Old Stable Surgery,http://www.torringtonhc.co.uk,WCAG2AAA,EX37 9AX,5d290bd7edf8287f0f23c623,425,168,28,229
Fremington Medical Centre,http://www.fremington.org,WCAG2AAA,EX31 2PG,5d290bd7edf8287f0f23c624,261,10,94,157
Winkleigh Surgery,http://www.wallingbrook.co.uk,WCAG2AAA,EX19 8JH,5d290bd7edf8287f0f23c625,319,50,107,162
Caen Medical Centre,http://www.caenmedicalcentre.nhs.uk,WCAG2AAA,EX33 1LR,5d290bd7edf8287f0f23c626,140,16,44,80
Brannam Medical Centre,http://www.brannammedicalcentre.com,WCAG2AAA,EX32 8GP,5d290bd7edf8287f0f23c627,10,2,0,8
Litchdon Medical Centre,http://www.litchdonmedicalcentre.co.uk,WCAG2AAA,EX32 9LL,5d290bd7edf8287f0f23c628,347,16,181,150
Queen's Medical Centre,http://queensmc.com,WCAG2AAA,EX32 8HY,5d290bd7edf8287f0f23c629,304,23,101,180
OKEHAMPTON MEDICAL CENTRE,http://www.okehamptonmedicalcentre.co.uk/,WCAG2AAA,EX20 1AY,5d290bd7edf8287f0f23c62a,589,65,359,165
Wallingbrook Health Group,http://www.wallingbrook.co.uk,WCAG2AAA,EX18 7DL,5d290bd7edf8287f0f23c62b,319,50,107,162
Launceston Medical Centre,http://www.launcestonmedicalcentre.co.uk,WCAG2AAA,PL15 9HH,5d290bd7edf8287f0f23c62c,297,46,67,184
North Tawton Medical Practice,http://www.bowmedicalpractice.co.uk/,WCAG2AAA,EX20 2EX,5d290bd7edf8287f0f23c62d,580,136,298,146
Carnewater Practice - Lewannick,http://www.carnewaterpractice.co.uk,WCAG2AAA,PL15 7QD,5d290bd7edf8287f0f23c62e,406,126,115,165
South Molton Medical Centre,http://www.southmoltonmedicalcentre.co.uk,WCAG2AAA,EX36 3BZ,5d290bd7edf8287f0f23c62f,390,18,156,216
Bow Medical Practice,http://www.bowmedicalpractice.co.uk/,WCAG2AAA,EX17 6FB,5d290bd7edf8287f0f23c630,588,138,301,149
Combe Coastal Practice,http://www.combecoastalpractice.co.uk,WCAG2AAA,EX34 8EG,5d290bd7edf8287f0f23c631,252,57,20,175
New Valley Practice,http://newvalleypractice.co.uk,WCAG2AAA,EX17 6PA,5d290bd7edf8287f0f23c632,246,20,97,129
Combe Coastal Practice - Combe Martin,http://www.combecoastalpractice.co.uk/,WCAG2AAA,EX34 0JA,5d290bd7edf8287f0f23c633,252,57,20,175
Abbey Surgery,http://www.abbeysurgery.co.uk/,WCAG2AAA,PL19 8BU,5d290bd7edf8287f0f23c634,473,13,365,95
Tavyside Health Centre,https://www.tavyside.org.uk,WCAG2AAA,PL19 9FD,5d290bd7edf8287f0f23c635,2,1,0,1
Chagford Health Centre,http://www.chagfordhealthcentre.co.uk/,WCAG2AAA,TQ13 8BW,5d290bd7edf8287f0f23c636,237,72,39,126
Tintagel Medical Centre,http://www.bottreauxsurgery.co.uk/,WCAG2AAA,PL34 0AE,5d290bd7edf8287f0f23c637,193,46,52,95
Cheriton Bishop Surgery,http://cheritonbishoppractice.co.uk,WCAG2AAA,EX6 6JA,5d290bd7edf8287f0f23c638,332,25,165,142
Moretonhampstead Health Centre,http://www.moretonhampsteadhealthcentre.co.uk,WCAG2AAA,TQ13 8LW,5d290bd7edf8287f0f23c639,190,62,22,106
Dr A Garrod,http://www.churchfieldpractice.co.uk/,WCAG2AAA,PL30 4LN,5d290bd7edf8287f0f23c63a,195,7,64,124
Lynton Health Centre,http://www.lyntonhealthcentre.co.uk,WCAG2AAA,EX35 6HA,5d290bd7edf8287f0f23c63b,246,26,87,133
Vine House Health Centre,http://www.vinehouse.org,WCAG2AAA,WD5 0AJ,5d290bd7edf8287f0f23c63c,291,70,80,141
Abbotswood Medical Centre,http://www.abbotswoodmc.co.uk,WCAG2AAA,WD5 0BT,5d290bd7edf8287f0f23c63d,344,151,43,150
Sheepcot Medical Centre,https://www.sheepcotmedicalcentre.co.uk,WCAG2AAA,WD25 7NL,5d290bd7edf8287f0f23c63e,269,71,50,148
North Approach Surgery,http://www.bridgewatersurgeries.nhs.uk/,WCAG2AAA,WD25 0EL,5d290bd7edf8287f0f23c63f,407,155,71,181
Kings Langley Surgery,http://www.klbsurgeries.co.uk,WCAG2AAA,WD4 8ET,5d290bd7edf8287f0f23c640,724,13,358,353
Garston Medical Centre,https://www.garstonmedicalcentre.co.uk/,WCAG2AAA,WD25 9GP,5d290bd7edf8287f0f23c641,246,59,46,141
Bricket Wood Surgery,http://www.verulammedicalgroup.co.uk,WCAG2AAA,AL2 3NF,5d290bd7edf8287f0f23c642,303,16,85,202
Manor View Practice at Callowland,http://www.callowlandsurgery.co.uk,WCAG2AAA,WD24 5DG,5d290bd7edf8287f0f23c643,160,28,49,83
Tudor Surgery,http://www.thetudorsurgery.co.uk,WCAG2AAA,WD24 7PH,5d290bd7edf8287f0f23c644,254,15,114,125
Bennetts End Surgery ,http://www.besteam.co.uk,WCAG2AAA,HP3 9LY,5d290bd7edf8287f0f23c645,310,33,78,199
Park Street Surgery,http://www.theredhousegroup.com,WCAG2AAA,AL2 2SN,5d290bd7edf8287f0f23c646,372,31,141,200
Lincoln House Surgery,http://www.lincolnhousesurgery.co.uk,WCAG2AAA,HP3 9SQ,5d290bd7edf8287f0f23c647,236,9,124,103
The Elms Surgery/ Dr A Ahmad,http://www.theelmssurgery.co.uk,WCAG2AAA,WD17 4NS,5d290bd7edf8287f0f23c648,284,120,31,133
Midway Surgery,http://www.midwaysurgery.co.uk,WCAG2AAA,AL2 3JX,5d290bd7edf8287f0f23c649,240,29,86,125
SUTHERGREY HOUSE MEDICAL CENTRE,http://www.suthergrey.com,WCAG2AAA,WD17 1LS,5d290bd7edf8287f0f23c64a,464,151,163,150
Upton Road Surgery,http://www.uptonroadsurgery.nhs.uk,WCAG2AAA,WD18 0JP,5d290bd7edf8287f0f23c64b,234,66,41,127
Meadowell Centre,http://www.healthinclusionmatters.co.uk,WCAG2AAA,WD18 0QN,5d290bd7edf8287f0f23c64c,4,2,0,2
Dr. Corp And Partners,http://www.newroadsurgery.info,WCAG2AAA,WD3 6HL,5d290bd7edf8287f0f23c64d,267,43,95,129
Bridgewater Surgeries,http://www.bridgewatersurgeries.nhs.uk,WCAG2AAA,WD18 7QR,5d290bd7edf8287f0f23c64e,407,155,71,181
Fernville Surgery,http://fernvillesurgery.org/,WCAG2AAA,HP2 5BL,5d290bd7edf8287f0f23c64f
Boxmoor Doctors Surgery,http://www.parkwooddrivesurgery.nhs.uk,WCAG2AAA,HP1 1QG,5d290bd7edf8287f0f23c650,581,12,258,311
Attenborough Surgery-Holywell Branch,https://www.attenboroughsurgery.co.uk/,WCAG2AAA,WD18 6NT,5d290bd7edf8287f0f23c651,238,75,28,135
NEW ROAD SURGERY,http://www.newroadsurgery.info/,WCAG2AAA,WD3 3HD,5d290bd7edf8287f0f23c652,267,43,95,129
Manor View Practice,http://www.manorviewpractice.co.uk,WCAG2AAA,WD23 2NN,5d290bd7edf8287f0f23c653,237,68,46,123
The Maltings Surgery,http://www.maltingssurgery.co.uk,WCAG2AAA,AL1 3JB,5d290bd7edf8287f0f23c654,158,52,22,84
The Red House,http://www.theredhousegroup.com,WCAG2AAA,WD7 7JQ,5d290bd7edf8287f0f23c655,372,31,141,200
Attenborough Surgery,http://www.attenboroughsurgery.co.uk,WCAG2AAA,WD23 2NN,5d290bd7edf8287f0f23c656,238,75,28,135
Harvey Group Practice,http://www.harveyhousesurgery.co.uk,WCAG2AAA,AL3 5HB,5d290bd7edf8287f0f23c657,183,57,13,113
PARKWOOD SURGERY,http://www.parkwoodsurgery.nhs.uk,WCAG2AAA,HP1 2LD,5d290bd7edf8287f0f23c658,611,21,279,311
Grove Hill Medical Centre,http://www.grovehillmedicalcentre.nhs.uk/,WCAG2AAA,HP2 6AD,5d290bd7edf8287f0f23c659,531,26,237,268
Lodge Surgery,http://www.lodgesurgery.co.uk,WCAG2AAA,AL3 5NP,5d290bd7edf8287f0f23c65a,375,23,141,211
Grange Street Surgery,http://www.grangestreetsurgery.co.uk/,WCAG2AAA,AL3 5NF,5d290bd7edf8287f0f23c65b,154,20,39,95
Parkbury House Surgery,http://www.parkburyhouse.nhs.uk,WCAG2AAA,AL1 3HD,5d290bd7edf8287f0f23c65c,434,51,128,255
Parkwood Surgery - Gadebridge,http://www.parkwooddrivesurgery.nhs.uk,WCAG2AAA,HP1 3LE,5d290bd7edf8287f0f23c65d,625,22,283,320
ARCHWAY SURGERY ,http://www.archwaysurgery.co.uk,WCAG2AAA,HP3 0HJ,5d290bd7edf8287f0f23c65e,225,8,78,139
Verulam Medical Group,http://www.verulammedicalgroup.co.uk,WCAG2AAA,AL2 1ES,5d290bd7edf8287f0f23c65f,303,16,85,202
Lattimore Surgery,https://www.lattimoresurgery.co.uk,WCAG2AAA,AL2 1EU,5d290bd7edf8287f0f23c660,238,75,28,135
Chorleywood Health Centre,http://www.chorleywood.org,WCAG2AAA,WD3 5EA,5d290bd7edf8287f0f23c661,439,147,70,222
The Attenborough Surgery-Carpenders Park Branch,http://www.attenboroughsurgery.co.uk,WCAG2AAA,WD19 5EU,5d290bd7edf8287f0f23c662,238,75,28,135
The Consulting Rooms,http://www.theconsultingroomssouthoxhey.co.uk,WCAG2AAA,WD19 7RU,5d290bd7edf8287f0f23c663,198,58,38,102
Pathfinder Practice,http://www.pathfinderpractice.nhs.uk,WCAG2AAA,WD19 7SF,5d290bd7edf8287f0f23c664,324,142,40,142
Gateways Gp Surgery,http://www.theredhousegroup.com,WCAG2AAA,WD7 9LP,5d290bd7edf8287f0f23c665,372,31,141,200
Little Bushey Surgery,http://www.littlebusheysurgery.co.uk,WCAG2AAA,WD23 1EZ,5d290bd7edf8287f0f23c666
Bushey Surgery,http://www.schopwicksurgery.co.uk/,WCAG2AAA,WD23 1NB,5d290bd7edf8287f0f23c667,399,26,165,208
"Health Centre, Redbourn",http://www.thehealthcentreredbourn.co.uk,WCAG2AAA,AL3 7BL,5d290bd7edf8287f0f23c668,381,29,141,211
Eastbury Surgery,http://www.eastburysurgery.nhs.uk,WCAG2AAA,HA6 3BG,5d290bd7edf8287f0f23c669,315,16,147,152
Schopwick Surgery,http://www.schopwicksurgery.co.uk/,WCAG2AAA,WD6 3BJ,5d290bd7edf8287f0f23c66a,365,14,145,206
Jersey Farm Surgery,http://www.jerseyfarmsurgery.co.uk,WCAG2AAA,AL4 9RG,5d290bd7edf8287f0f23c66b,183,57,13,113
The Grove Medical Centre,http://www.grovemedicalcentre.co.uk,WCAG2AAA,WD6 4PR,5d290bd7edf8287f0f23c66c,218,22,80,116
The Manor Street Surgery,http://www.manorstreetsurgery.org,WCAG2AAA,HP4 2DL,5d290bd7edf8287f0f23c66d,541,23,255,263
The Carepoint Practice,http://www.carepointpractice.nhs.uk,WCAG2AAA,HA6 1TQ,5d290bd7edf8287f0f23c66e
Elliott Hall Medical Ctr.,http://www.ehmc.co.uk/,WCAG2AAA,HA5 4EA,5d290bd7edf8287f0f23c66f,211,22,71,118
Berkhamsted Group Practice (Milton),http://www.berkhamstedgp.co.uk,WCAG2AAA,HP4 3BY,5d290bd7edf8287f0f23c670,301,57,102,142
Harefield Practice,https://theharefieldpractice.co.uk,WCAG2AAA,UB9 6JY,5d290bd7edf8287f0f23c671,149,48,33,68
Berkhamsted Group Practice (Boxwell),http://www.berkhamstedgp.co.uk,WCAG2AAA,HP4 3EU,5d290bd7edf8287f0f23c672,301,57,102,142
Stanmore Park Surgery,http://www.stanmoremedicalcentre.co.uk,WCAG2AAA,HA7 4FZ,5d290bd7edf8287f0f23c673,419,25,144,250
Aspri Medical Centre,http://www.asprimedicalcentre.co.uk,WCAG2AAA,HA3 5LE,5d290bd7edf8287f0f23c674,183,46,34,103
THE PINN MEDICAL CENTRE ,http://www.thepinn.co.uk,WCAG2AAA,HA5 3EE,5d290bd7edf8287f0f23c675,183,40,23,120
WATLING MEDICAL CENTRE Stanmore,http://www.watlingmedicalcentre.co.uk/,WCAG2AAA,HA7 4NU,5d290bd7edf8287f0f23c676,42,6,19,17
Gossoms End Surgery,http://www.gossomsendsurgery.co.uk/,WCAG2AAA,HP4 1DL,5d290bd7edf8287f0f23c677,506,7,237,262
Enderley Road Medical Centre,http://www.enderley.nhs.uk,WCAG2AAA,HA3 5HF,5d290bd7edf8287f0f23c678,536,7,213,316
Dr A Chafer And Partners,http://www.davenportsurgery.co.uk/,WCAG2AAA,AL5 4HX,5d290bd7edf8287f0f23c679,200,21,36,143
Mulberry Medical Practice - Willow,http://www.mulberrymedical.nhs.uk/,WCAG2AAA,HA8 8AG,5d290bd7edf8287f0f23c67a,173,17,51,105
Gladstone Surgery,http://www.gladstonesurgery.co.uk,WCAG2AAA,HP5 3EZ,5d290bd7edf8287f0f23c67b,292,22,164,106
Dr Firth And Partners,http://www.newsurgerychesham.nhs.uk,WCAG2AAA,HP5 3EZ,5d290bd7edf8287f0f23c67c,383,40,216,127
THE ELMS MEDICAL PRACTICE,http://www.elmsmedicalpractice.co.uk,WCAG2AAA,AL5 4QA,5d290bd7edf8287f0f23c67d,263,76,34,153
Savita Medical Centre (Spencer Road),http://www.savitamedicalcentre.co.uk/,WCAG2AAA,HA3 7AR,5d290bd7edf8287f0f23c67e,613,48,259,306
Dr A Wood & Partners,http://www.amershamhealthcentre.co.uk,WCAG2AAA,HP6 5AY,5d290bd7edf8287f0f23c67f,504,31,187,286
St Giles Surgery,http://www.misbournepractice.com/,WCAG2AAA,HP8 4QG,5d290bd7edf8287f0f23c680,210,14,88,108
Water Meadow Surgery,http://www.watermeadowsurgery.co.uk,WCAG2AAA,HP5 1ET,5d290bd7edf8287f0f23c681,248,11,105,132
Northdown Road Surgery,http://wraftonhousesurgery.co.uk/,WCAG2AAA,AL10 8JZ,5d290bd7edf8287f0f23c682,438,23,129,286
Jai Medical Centre,http://www.jaimedical.nhs.uk,WCAG2AAA,HA8 8NB,5d290bd7edf8287f0f23c683,1193,511,92,590
Dr Wijeratne & Partners,http://www.belmonthealthcentre.co.uk/,WCAG2AAA,HA3 7LT,5d290bd7edf8287f0f23c684,633,71,254,308
The Enterprise Practice,http://www.enterprisepractice.co.uk,WCAG2AAA,HA3 7LT,5d290bd7edf8287f0f23c685,137,33,21,83
Ladygate Lane Medical Practice,https://www.ladygatelanesurgery.co.uk,WCAG2AAA,HA4 7QU,5d290bd7edf8287f0f23c686,229,59,23,147
The Stanmore Medical Centre,http://www.stanmoremedicalcentre.co.uk//,WCAG2AAA,HA7 1HS,5d290bd7edf8287f0f23c687,418,25,143,250
Lane End Medical Group,http://www.laneendmedicalgroup.co.uk,WCAG2AAA,HA8 9GJ,5d290bd7edf8287f0f23c688,457,9,212,236
Penshurst Gardens Surgery,https://www.penshurstgardenssurgery.co.uk,WCAG2AAA,HA8 9TN,5d290bd7edf8287f0f23c689,210,48,23,139
Pinner View Medical Centre,http://www.pinnerviewmedicalcentre.nhs.uk/,WCAG2AAA,HA1 4QG,5d290bd7edf8287f0f23c68a,291,31,88,172
The Devonshire Lodge Practice,http://www.devonshirelodge.co.uk/,WCAG2AAA,HA5 1TG,5d290bd7edf8287f0f23c68b,229,61,17,151
The Abbotsbury Practice,http://www.abbotsburypractice.nhs.uk/,WCAG2AAA,HA5 1TG,5d290bd7edf8287f0f23c68c,132,28,55,49
Dr Mukesh Pandya,http://www.savitamedicalcentre.co.uk,WCAG2AAA,HA1 1RQ,5d290bd7edf8287f0f23c68d,613,48,259,306
The Civic Medical Centre,http://www.civicmedicalcentre.com/,WCAG2AAA,HA1 1SE,5d290bd7edf8287f0f23c68e,200,46,44,110
Burvill House Surgery,http://www.burvillhousesurgery.org.uk,WCAG2AAA,AL10 8HP,5d290bd7edf8287f0f23c68f,246,26,86,134
The Pinner Road Surgery,http://www.pinnerroadsurgery.co.uk,WCAG2AAA,HA1 4JS,5d290bd7edf8287f0f23c690,543,50,223,270
Southcote Clinic,http://www.southcoteclinic.co.uk,WCAG2AAA,HA4 7LJ,5d290bd7edf8287f0f23c691,206,40,76,90
Village Surgery,http://www.thevillagesurgeries.co.uk/,WCAG2AAA,AL4 8BT,5d290bd7edf8287f0f23c692,238,64,47,127
Headstone Road Surgery,http://www.headstoneroadsurgery.nhs.uk,WCAG2AAA,HA1 1PG,5d290bd7edf8287f0f23c693,155,18,57,80
Streatfield Health Centre,http://www.streatfieldhealthcentre.co.uk,WCAG2AAA,HA3 9BP,5d290bd7edf8287f0f23c694,186,56,28,102
Wrafton House Surgery,http://wraftonhousesurgery.co.uk/,WCAG2AAA,AL10 0BS,5d290bd7edf8287f0f23c695,435,23,129,283
Denham Medical Centre,http://www.denhammedicalcentre.co.uk,WCAG2AAA,UB9 5GA,5d290bd7edf8287f0f23c696,178,9,72,97
Medical Centre,http://www.deanslanemedicalcentre.co.uk,WCAG2AAA,HA8 9NT,5d290bd7edf8287f0f23c697
The Allan Practice,http://www.calcotmedicalcentre.co.uk/,WCAG2AAA,SL9 9SA,5d290bd7edf8287f0f23c698,312,105,44,163
The Hall Practice,http://www.calcotmedicalcentre-hallpractice.co.uk,WCAG2AAA,SL9 9SA,5d290bd7edf8287f0f23c699,195,34,94,67
Mulberry Medical Practice - Sefton Ave,http://www.mulberrymedical.nhs.uk/,WCAG2AAA,NW7 3QB,5d290bd7edf8287f0f23c69a,173,17,51,105
Bacon Lane Surgery,http://www.baconlanesurgery.co.uk/,WCAG2AAA,HA8 5AT,5d290bd7edf8287f0f23c69b,411,25,156,230
Wood Lane Medical Centre,http://www.woodlanesurgery.nhs.uk/,WCAG2AAA,HA4 6ER,5d290bd7edf8287f0f23c69c,287,72,29,186
Honeypot Medical Centre ,http://www.honeypotmc.co.uk/,WCAG2AAA,HA7 1JP,5d290bd7edf8287f0f23c69d,395,11,262,122
Gp Direct,http://www.gpdirect.co.uk,WCAG2AAA,HA2 0RQ,5d290bd7edf8287f0f23c69e,284,87,54,143
St Peter's Medical Centre,http://www.stpetersmedicalcentre.org.uk,WCAG2AAA,HA1 4BS,5d290bd7edf8287f0f23c69f,605,50,252,303
The Northwick Surgery,http://www.northwicksurgery.co.uk/,WCAG2AAA,HA1 2NU,5d290bd7edf8287f0f23c6a0,467,31,156,280
Mollison Way Surgery,http://www.mollisonwaygp.co.uk,WCAG2AAA,HA8 5QL,5d290bd7edf8287f0f23c6a1,396,101,69,226
Kenton Bridge Medical Centre Dr Raja & Dr Ali,http://www.kbmc.org.uk/,WCAG2AAA,HA3 0YX,5d290bd7edf8287f0f23c6a2,599,49,253,297
Kings Road Surgery,http://www.kingsroadmedicalcentre.com,WCAG2AAA,HA2 9JJ,5d290bd7edf8287f0f23c6a3,324,17,95,212
The Shaftesbury Medical Centre,http://www.shaftesburymedicalcentre.co.uk,WCAG2AAA,HA2 0AH,5d290bd7edf8287f0f23c6a4,229,20,101,108
WATLING MEDICAL CENTRE Burnt Oak,http://www.watlingmedicalcentre.co.uk,WCAG2AAA,HA8 0NR,5d290bd7edf8287f0f23c6a5,42,6,19,17
Dr D Frost And Partners,http://www.millwaymedical.com,WCAG2AAA,NW7 2HX,5d290bd7edf8287f0f23c6a6,469,11,208,250
The Stag - Hollyrood Practice,https://thestagholyroodsurgery.nhs.uk/,WCAG2AAA,HA8 5LP,5d290bd7edf8287f0f23c6a7,1257,532,109,616
Mulberry Medical Practice - Woodcroft,http://www.mulberrymedical.nhs.uk/,WCAG2AAA,HA8 0EN,5d290bd7edf8287f0f23c6a8,167,15,51,101
Longrove surgery,http://www.longrovesurgery.co.uk,WCAG2AAA,EN5 4HT,5d290bd7edf8287f0f23c6a9,249,26,87,136
Dr Kp Patel's Practice,http://www.wallaseymedicalcentre.co.uk,WCAG2AAA,UB10 8SA,5d290bd7edf8287f0f23c6aa,371,53,110,208
Roxbourne Medical Centre,http://www.roxbournemc.com/,WCAG2AAA,HA2 0UE,5d290bd7edf8287f0f23c6ab,563,55,223,285
