"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<td class=\"ThemeMenuBar1MainItemText\">Out&nbsp;of&nbsp;Hours</td>","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(2) > table > tbody > tr > td:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.LayoutTable","This table appears to be a layout table. If it is meant to instead be a data table, ensure header cells are identified using th elements.","notice","<table class=\"ThemeMenuBar1Menu\" cellspacing=\"0\" cellpadding=\"0\" border=\"0\"><tbody><tr class=\"ThemeMenuBar1...</table>","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(3) > table"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,16)\" onmousedown=\"cmItemMouseDown (this,1,null,2,16)\" onmouseout=\"cmItemMouseOut (this,1,null,2,16)\" onmouseup=\"cmItemMouseUp (this,1,null,2,16)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(3) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,16)\" onmousedown=\"cmItemMouseDown (this,1,null,2,16)\" onmouseout=\"cmItemMouseOut (this,1,null,2,16)\" onmouseup=\"cmItemMouseUp (this,1,null,2,16)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(3) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseDown","Ensure the functionality provided by mousing down on this element is available through the keyboard; for instance, using the keydown event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,16)\" onmousedown=\"cmItemMouseDown (this,1,null,2,16)\" onmouseout=\"cmItemMouseOut (this,1,null,2,16)\" onmouseup=\"cmItemMouseUp (this,1,null,2,16)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(3) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseUp","Ensure the functionality provided by mousing up on this element is available through the keyboard; for instance, using the keyup event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,16)\" onmousedown=\"cmItemMouseDown (this,1,null,2,16)\" onmouseout=\"cmItemMouseOut (this,1,null,2,16)\" onmouseup=\"cmItemMouseUp (this,1,null,2,16)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(3) > table > tbody > tr"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<td class=\"ThemeMenuBar1MainItemText\">Patient&nbsp;Forms</td>","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(3) > table > tbody > tr > td:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.LayoutTable","This table appears to be a layout table. If it is meant to instead be a data table, ensure header cells are identified using th elements.","notice","<table class=\"ThemeMenuBar1Menu\" cellspacing=\"0\" cellpadding=\"0\" border=\"0\"><tbody><tr class=\"ThemeMenuBar1...</table>","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(4) > table"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,17)\" onmousedown=\"cmItemMouseDown (this,1,null,2,17)\" onmouseout=\"cmItemMouseOut (this,1,null,2,17)\" onmouseup=\"cmItemMouseUp (this,1,null,2,17)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(4) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,17)\" onmousedown=\"cmItemMouseDown (this,1,null,2,17)\" onmouseout=\"cmItemMouseOut (this,1,null,2,17)\" onmouseup=\"cmItemMouseUp (this,1,null,2,17)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(4) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseDown","Ensure the functionality provided by mousing down on this element is available through the keyboard; for instance, using the keydown event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,17)\" onmousedown=\"cmItemMouseDown (this,1,null,2,17)\" onmouseout=\"cmItemMouseOut (this,1,null,2,17)\" onmouseup=\"cmItemMouseUp (this,1,null,2,17)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(4) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseUp","Ensure the functionality provided by mousing up on this element is available through the keyboard; for instance, using the keyup event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,17)\" onmousedown=\"cmItemMouseDown (this,1,null,2,17)\" onmouseout=\"cmItemMouseOut (this,1,null,2,17)\" onmouseup=\"cmItemMouseUp (this,1,null,2,17)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(4) > table > tbody > tr"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<td class=\"ThemeMenuBar1MainItemText\">Patient&nbsp;Group</td>","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(4) > table > tbody > tr > td:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.LayoutTable","This table appears to be a layout table. If it is meant to instead be a data table, ensure header cells are identified using th elements.","notice","<table class=\"ThemeMenuBar1Menu\" cellspacing=\"0\" cellpadding=\"0\" border=\"0\"><tbody><tr class=\"ThemeMenuBar1...</table>","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(5) > table"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,18)\" onmousedown=\"cmItemMouseDown (this,1,null,2,18)\" onmouseout=\"cmItemMouseOut (this,1,null,2,18)\" onmouseup=\"cmItemMouseUp (this,1,null,2,18)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(5) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,18)\" onmousedown=\"cmItemMouseDown (this,1,null,2,18)\" onmouseout=\"cmItemMouseOut (this,1,null,2,18)\" onmouseup=\"cmItemMouseUp (this,1,null,2,18)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(5) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseDown","Ensure the functionality provided by mousing down on this element is available through the keyboard; for instance, using the keydown event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,18)\" onmousedown=\"cmItemMouseDown (this,1,null,2,18)\" onmouseout=\"cmItemMouseOut (this,1,null,2,18)\" onmouseup=\"cmItemMouseUp (this,1,null,2,18)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(5) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseUp","Ensure the functionality provided by mousing up on this element is available through the keyboard; for instance, using the keyup event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,18)\" onmousedown=\"cmItemMouseDown (this,1,null,2,18)\" onmouseout=\"cmItemMouseOut (this,1,null,2,18)\" onmouseup=\"cmItemMouseUp (this,1,null,2,18)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(5) > table > tbody > tr"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<td class=\"ThemeMenuBar1MainItemText\">Prescriptions</td>","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(5) > table > tbody > tr > td:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.LayoutTable","This table appears to be a layout table. If it is meant to instead be a data table, ensure header cells are identified using th elements.","notice","<table class=\"ThemeMenuBar1Menu\" cellspacing=\"0\" cellpadding=\"0\" border=\"0\"><tbody><tr class=\"ThemeMenuBar1...</table>","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(6) > table"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,19)\" onmousedown=\"cmItemMouseDown (this,1,null,2,19)\" onmouseout=\"cmItemMouseOut (this,1,null,2,19)\" onmouseup=\"cmItemMouseUp (this,1,null,2,19)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(6) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,19)\" onmousedown=\"cmItemMouseDown (this,1,null,2,19)\" onmouseout=\"cmItemMouseOut (this,1,null,2,19)\" onmouseup=\"cmItemMouseUp (this,1,null,2,19)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(6) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseDown","Ensure the functionality provided by mousing down on this element is available through the keyboard; for instance, using the keydown event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,19)\" onmousedown=\"cmItemMouseDown (this,1,null,2,19)\" onmouseout=\"cmItemMouseOut (this,1,null,2,19)\" onmouseup=\"cmItemMouseUp (this,1,null,2,19)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(6) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseUp","Ensure the functionality provided by mousing up on this element is available through the keyboard; for instance, using the keyup event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,19)\" onmousedown=\"cmItemMouseDown (this,1,null,2,19)\" onmouseout=\"cmItemMouseOut (this,1,null,2,19)\" onmouseup=\"cmItemMouseUp (this,1,null,2,19)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(6) > table > tbody > tr"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<td class=\"ThemeMenuBar1MainItemText\">Signposts</td>","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(6) > table > tbody > tr > td:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.LayoutTable","This table appears to be a layout table. If it is meant to instead be a data table, ensure header cells are identified using th elements.","notice","<table class=\"ThemeMenuBar1Menu\" cellspacing=\"0\" cellpadding=\"0\" border=\"0\"><tbody><tr class=\"ThemeMenuBar1...</table>","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(7) > table"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOver","Ensure the functionality provided by mousing over this element is available through the keyboard; for instance, using the focus event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,20)\" onmousedown=\"cmItemMouseDown (this,1,null,2,20)\" onmouseout=\"cmItemMouseOut (this,1,null,2,20)\" onmouseup=\"cmItemMouseUp (this,1,null,2,20)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(7) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseOut","Ensure the functionality provided by mousing out of this element is available through the keyboard; for instance, using the blur event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,20)\" onmousedown=\"cmItemMouseDown (this,1,null,2,20)\" onmouseout=\"cmItemMouseOut (this,1,null,2,20)\" onmouseup=\"cmItemMouseUp (this,1,null,2,20)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(7) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseDown","Ensure the functionality provided by mousing down on this element is available through the keyboard; for instance, using the keydown event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,20)\" onmousedown=\"cmItemMouseDown (this,1,null,2,20)\" onmouseout=\"cmItemMouseOut (this,1,null,2,20)\" onmouseup=\"cmItemMouseUp (this,1,null,2,20)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(7) > table > tbody > tr"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseUp","Ensure the functionality provided by mousing up on this element is available through the keyboard; for instance, using the keyup event.","warning","<tr class=\"ThemeMenuBar1MainItem\" onmouseover=\"cmItemMouseOverOpenSub (this,1,null,2,20)\" onmousedown=\"cmItemMouseDown (this,1,null,2,20)\" onmouseout=\"cmItemMouseOut (this,1,null,2,20)\" onmouseup=\"cmItemMouseUp (this,1,null,2,20)\"><td class=\"ThemeMen...","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(7) > table > tbody > tr"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.74:1. Recommendation: change text colour to #595959.","error","<td class=\"ThemeMenuBar1MainItemText\">Travel</td>","#MenuIDMenuBar1 > table > tbody > tr > td:nth-child(7) > table > tbody > tr > td:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H30.2","Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","error","<a href=\"http://www.suttonmanorsurgery.nhs.uk/scrpage1.html\"><img src=\"images/bv11174.png\" i...</a>","#bv_Shape4 > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"http://www.suttonmanorsurgery.nhs.uk/scrpage1.html\"><img src=\"images/bv11174.png\" i...</a>","#bv_Shape4 > a"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img src=\"images/bv11174.png\" id=\"Shape4\" alt=\"\" title=\"\" style=\"border-width:0;width:947px;height:59px\">","#Shape4"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<div id=\"Layer5\" style=\"position:absolute;text-align:center;background-color:#408BDF;left:0%;top:764px;width:100%;height:401px;z-index:21\" title=\"\">\n<div id=\"Layer5_Container\" sty...</div>","#Layer5"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font style=\"font-size:13px\" color=\"#FFFFFF\" face=\"Arial\">We do not share information wit...</font>","#bv_Text8 > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"font-size:13px\" color=\"#FFFFFF\" face=\"Arial\">We do not share information wit...</font>","#bv_Text8 > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 7:1.","warning","<font style=\"font-size:13px\" color=\"#FFFFFF\" face=\"Arial\">We do not share information wit...</font>","#bv_Text8 > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font style=\"font-size:11px\" color=\"#FFFFFF\" face=\"Arial\"><b>Website by Media Fizz DIGITA...</font>","#bv_Text9 > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"font-size:11px\" color=\"#FFFFFF\" face=\"Arial\"><b>Website by Media Fizz DIGITA...</font>","#bv_Text9 > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 7:1.","warning","<font style=\"font-size:11px\" color=\"#FFFFFF\" face=\"Arial\"><b>Website by Media Fizz DIGITA...</font>","#bv_Text9 > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.B","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<b>Website by Media Fizz DIGITAL</b>","#bv_Text9 > font > b"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 7:1.","warning","<b>Website by Media Fizz DIGITAL</b>","#bv_Text9 > font > b"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font style=\"font-size:29px\" color=\"#FFFFFF\" face=\"Arial\"><b>Sutton Manor Surgery<br>\n</b...</font>","#bv_Text4 > font:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"font-size:29px\" color=\"#FFFFFF\" face=\"Arial\"><b>Sutton Manor Surgery<br>\n</b...</font>","#bv_Text4 > font:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.B","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<b>Sutton Manor Surgery<br>\n</b>","#bv_Text4 > font:nth-child(1) > b"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G18.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 4.5:1.","warning","<b>Sutton Manor Surgery<br>\n</b>","#bv_Text4 > font:nth-child(1) > b"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font style=\"font-size:21px\" color=\"#FFFFFF\" face=\"Arial\"><b>St Ives Close<br>\nWawne Road...</font>","#bv_Text4 > font:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"font-size:21px\" color=\"#FFFFFF\" face=\"Arial\"><b>St Ives Close<br>\nWawne Road...</font>","#bv_Text4 > font:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.B","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<b>St Ives Close<br>\nWawne Road<br...</b>","#bv_Text4 > font:nth-child(2) > b"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G18.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 4.5:1.","warning","<b>St Ives Close<br>\nWawne Road<br...</b>","#bv_Text4 > font:nth-child(2) > b"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font style=\"font-size:8px\" color=\"#FFFFFF\" face=\"Arial\"><b><br>\n<br>\n</b></font>","#bv_Text4 > font:nth-child(3)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"font-size:8px\" color=\"#FFFFFF\" face=\"Arial\"><b><br>\n<br>\n</b></font>","#bv_Text4 > font:nth-child(3)"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.B","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<b><br>\n<br>\n</b>","#bv_Text4 > font:nth-child(3) > b"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font style=\"font-size:15px\" color=\"#FFFFFF\" face=\"Arial\"><b>PHONE: 01482 826457<br>\nFAX:...</font>","#bv_Text4 > font:nth-child(4)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"font-size:15px\" color=\"#FFFFFF\" face=\"Arial\"><b>PHONE: 01482 826457<br>\nFAX:...</font>","#bv_Text4 > font:nth-child(4)"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.B","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<b>PHONE: 01482 826457<br>\nFAX: 01...</b>","#bv_Text4 > font:nth-child(4) > b"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 7:1.","warning","<b>PHONE: 01482 826457<br>\nFAX: 01...</b>","#bv_Text4 > font:nth-child(4) > b"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img src=\"images/heart14910012_s123rf151213pd.jpg\" id=\"Image3\" alt=\"\" align=\"top\" border=\"0\" style=\"width:448px;height:395px;\">","#Image3"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.AlignAttr","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<img src=\"images/heart14910012_s123rf151213pd.jpg\" id=\"Image3\" alt=\"\" align=\"top\" border=\"0\" style=\"width:448px;height:395px;\">","#Image3"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img src=\"images/heart14910012_s123rf151213pd.jpg\" id=\"Image3\" alt=\"\" align=\"top\" border=\"0\" style=\"width:448px;height:395px;\">","#Image3"
